EState_VSA2,BalabanJ,BCUT2D_MRHI,EState_VSA5,NumSaturatedHeterocycles,VSA_EState5,EState_VSA4,PEOE_VSA8,EState_VSA3,VSA_EState4,PEOE_VSA7,Chi3v,EState_VSA6,MinEStateIndex,HallKierAlpha,Chi2v,EState_VSA7,EState_VSA8,SlogP_VSA4,143,PEOE_VSA6,SlogP_VSA2,454,SlogP_VSA6,390,SlogP_VSA5,SlogP_VSA1,PEOE_VSA3,SMR_VSA1,Chi1v,PEOE_VSA14,EState_VSA1,PEOE_VSA1,PEOE_VSA2,336,PEOE_VSA10,355,EState_VSA9,SlogP_VSA12,SlogP_VSA10,PEOE_VSA9,275,HeavyAtomMolWt,NumHeteroatoms,PEOE_VSA5,fr_COO,Kappa1,213,43,Chi0v,SlogP_VSA3,PEOE_VSA12,Chi1,NHOHCount,Chi3n,165,7,LabuteASA,267,Chi0n,229,MolWt,PEOE_VSA11,234,84,ExactMolWt,61,477,88,fr_COO2,NumValenceElectrons,219,325,392,291,457,464,fr_amide,425,124,PEOE_VSA13,Chi0,158,199,377,98,500,190,356,489,fr_NH2,NumAliphaticHeterocycles,NOCount,411,491,305,fr_ester,204,HeavyAtomCount,fr_C_O,NumHDonors,SlogP_VSA8,57,151,442,376,372,136,320,114,451,498,PEOE_VSA4,60,362,NumHAcceptors,NumAromaticHeterocycles,94,321,369,276,105,33,357,264,96,26,400,NumAromaticCarbocycles,fr_Ndealkylation2,44,11,274,223,19,345,398,479,361,SlogP_VSA11,fr_alkyl_halide,272,473,492,403,215,196,431,fr_C_O_noCOO,240,383,499,254,82,38,52,387,fr_benzene,49,47,494,354,181,106,184,235,332,37,50,318,367,120,257,113,283,160,fr_allylic_oxid,155,18,406,316,30,6,266,97,281,146,328,303,fr_piperzine,SlogP_VSA7,115,180,58,483,168,256,183,510,507,Value
17.219300231150303,1.9915576358493874,7.9936793524962475,23.098670827325854,0.0,4.923530720798002,16.00405017709529,10.440598685398296,21.060443390589633,4.5458483149895565,24.619922828310838,6.378991192266019,4.567099647791355,-0.33676636061015564,-2.939999999999999,8.451798353293748,67.58740788430673,5.425791397110385,6.923737199690624,1.0,60.29282149708399,21.211111504836857,0.0,70.61464435050864,1.0,4.877147193701299,16.827728562428632,10.826648791213447,4.794537184071822,10.693020720319588,0.0,0.0,0.0,19.58196541304538,0.0,4.830396419620566,0.0,10.826648791213447,23.098670827325854,0.0,16.826464095895147,1.0,404.3910000000003,8.0,11.336785877934737,0.0,19.379623021690414,1.0,0.0,17.218373256983256,4.794537184071822,5.907179729351506,14.096555450524589,3.0,4.441333992210925,1.0,0.0,174.9177562517584,0.0,15.585380095127803,1.0,422.53500000000014,5.156436481820707,1.0,0.0,422.08711781599993,1.0,1.0,0.0,0.0,146.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052008,20.380104409694468,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,29.0,1.0,2.0,27.030909892162914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16
17.230026547960186,1.7516207509862654,7.993680903290573,38.47721834804761,0.0,4.4646195305028495,36.58780130986614,10.795053239862693,21.06044339058963,4.418176049162355,48.58846905755685,7.913491139354915,12.13273413692322,-0.45402057556774333,-3.009999999999999,9.871684975809814,18.19910120538483,17.558525534033606,5.817220841045895,1.0,48.16008736016077,21.211111504836857,1.0,64.54827728204702,1.0,34.763599469108705,16.827728562428632,15.217063838888267,9.184952231746642,12.381838509593923,0.0,11.7244005703974,0.0,19.581965413045385,0.0,10.647617260666461,1.0,10.826648791213447,23.098670827325854,4.39041504767482,16.826464095895147,1.0,459.42200000000037,9.0,11.336785877934737,0.0,21.815771056869867,1.0,0.0,19.21765807355212,11.21535880699783,5.907179729351506,16.06288194571337,3.0,5.815707314420626,1.0,0.0,197.1722868443452,0.0,17.58466491169667,1.0,480.5900000000002,5.156436481820707,1.0,0.0,480.108996132,0.0,1.0,1.0,0.0,168.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.559266895052007,22.949018510446813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,33.0,1.0,2.0,15.904006908768924,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17
42.27652899647604,2.028227215312951,7.993686263113244,47.031669127022624,0.0,3.4180448312287544,23.098670827325854,11.126902983393991,0.0,2.0239317766417413,24.26546827384644,6.5861987783118545,6.06636706846161,-0.5623521352985634,-2.789999999999999,8.825407166195767,5.425791397110385,4.9839785209472085,11.63444168209179,1.0,47.62829311347007,21.211111504836857,1.0,58.48191021358541,1.0,0.0,16.827728562428632,19.607478886563086,13.575367279421462,10.96528217203228,0.0,23.1008883064953,0.0,19.581965413045385,0.0,20.801167117457986,0.0,17.443610160498753,34.69961071755837,8.78083009534964,16.826464095895147,1.0,465.8290000000003,11.0,11.336785877934737,0.0,21.442362428714905,1.0,0.0,17.95349508365014,4.794537184071822,5.907179729351506,14.901085903164901,3.0,4.355076787059899,1.0,0.0,187.18715117009597,0.0,15.564572975776231,1.0,478.93300000000016,5.156436481820707,1.0,0.0,478.013651776,1.0,1.0,0.0,0.0,158.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052007,22.120591385700628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,31.0,1.0,2.0,27.030909892162914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.336329015745631,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13
16.468556983619504,1.9246710532528262,7.99367806943367,34.102986731110924,0.0,4.912318615415831,22.888787932785107,10.94351426216291,21.653518742052828,3.5768730371452664,35.89528683400505,6.348625817560691,13.176164609739143,-0.48532899929458195,-3.209999999999999,8.229633478861652,35.07132244142274,4.9839785209472085,5.817220841045895,1.0,29.960986154775945,28.32090904611439,1.0,63.86197298405132,1.0,0.0,21.56459151622868,15.217063838888267,13.92181518554669,10.94915207765148,0.0,11.7244005703974,4.736862953800049,19.58196541304538,0.0,16.397129093950365,0.0,10.579533224066289,23.098670827325854,4.39041504767482,23.93626163717268,1.0,439.3880000000002,10.0,11.336785877934737,0.0,21.038491467674714,1.0,0.0,17.927235751266718,4.794537184071822,5.907179729351506,15.01157035069712,3.0,4.537814369988941,1.0,0.0,184.19683688419147,0.0,16.294242589411265,1.0,456.5240000000001,5.156436481820707,1.0,0.0,456.07261062400005,1.0,1.0,0.0,0.0,158.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052008,21.957454678884098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,31.0,1.0,2.0,27.030909892162917,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.749511833283905,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.28
17.2193002311503,1.943800561716948,7.993675782517972,23.098670827325854,0.0,4.903585133760514,11.126902983393991,10.94351426216291,21.06044339058963,4.4642765504812845,17.696185628620217,5.98038923020767,4.567099647791355,-0.3378594676060398,-2.939999999999999,7.722835397683518,66.04373345508202,10.409769918057593,0.0,1.0,60.29282149708399,21.211111504836857,0.0,75.99470712097455,1.0,0.0,16.827728562428632,10.826648791213447,4.794537184071822,10.326430200405152,0.0,0.0,0.0,19.581965413045385,0.0,4.830396419620566,0.0,5.842670270266239,23.098670827325854,0.0,16.826464095895147,1.0,392.3800000000002,8.0,11.336785877934737,0.0,18.424553809701134,1.0,0.0,16.295723526172882,4.794537184071822,5.907179729351506,13.68587184800163,3.0,4.169577782635917,1.0,0.0,168.5528141373618,0.0,14.66273036431743,1.0,408.50800000000015,5.156436481820707,1.0,0.0,408.071467752,1.0,1.0,0.0,0.0,140.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052007,19.50986092169139,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,28.0,1.0,2.0,27.030909892162914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25
17.2193002311503,1.943452866505595,7.993675073003702,32.91376685635061,0.0,4.325462690101039,43.00862293279215,4.8771471937013,21.06044339058963,3.300398419405003,49.44583918878587,6.642172134854173,12.13273413692322,-0.4421336188796505,-2.2299999999999995,8.288172027522505,0.0,10.409769918057593,5.817220841045895,1.0,17.828252017852726,21.211111504836857,1.0,34.21644193973897,1.0,23.282241931250315,16.827728562428632,15.217063838888267,9.184952231746642,10.339109738010745,0.0,5.817220841045895,0.0,19.581965413045385,0.0,10.647617260666461,1.0,5.842670270266239,23.098670827325854,4.39041504767482,16.826464095895147,1.0,387.3560000000002,9.0,11.336785877934737,0.0,18.14816046181083,1.0,0.0,15.960663239600917,17.63618042992384,5.907179729351506,13.07971869811898,3.0,4.517901872820234,1.0,0.0,162.11519263828123,0.0,14.327670077745465,1.0,404.4920000000002,5.156436481820707,1.0,0.0,404.077696004,0.0,1.0,0.0,0.0,140.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.559266895052007,18.965890847321376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,27.0,1.0,2.0,15.904006908768924,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.45
27.546352069412848,1.9798131222356068,7.993677190018231,40.169353799572534,0.0,3.5765100922906665,11.761884949391115,16.506965753859905,10.393847911317561,2.457511813594794,24.26546827384644,6.111631375893849,29.645531044312353,-0.5325980591578536,-3.0799999999999996,7.980978216695002,5.425791397110385,4.9839785209472085,11.63444168209179,1.0,36.027353223237554,21.211111504836857,1.0,63.86197298405132,1.0,0.0,16.827728562428632,19.607478886563086,13.575367279421462,10.531744942604005,0.0,23.1008883064953,0.0,19.581965413045385,0.0,16.464838101712356,0.0,5.842670270266239,23.098670827325854,8.78083009534964,16.826464095895147,1.0,430.3760000000002,10.0,11.336785877934737,0.0,20.20327947610741,1.0,0.0,16.896951933812083,4.794537184071822,5.907179729351506,14.490402300641943,3.0,4.300819928322102,1.0,0.0,176.88388494321424,0.0,15.26395877195663,1.0,444.48800000000017,5.156436481820707,1.0,0.0,444.052624128,1.0,1.0,0.0,0.0,152.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052007,21.250347897697548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,30.0,1.0,2.0,27.030909892162914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14
11.312120501798795,1.9439937149884727,7.993676437162528,40.169353799572534,0.0,4.335098757205507,22.888787932785107,10.94351426216291,21.06044339058963,3.937463822864985,29.828919765543436,6.050821832321855,0.0,-0.4092067324710722,-3.009999999999999,7.863703018729886,35.711898112773966,10.409769918057593,5.817220841045895,1.0,42.093720291699164,21.211111504836857,1.0,69.92834005251294,1.0,0.0,16.827728562428632,15.217063838888267,9.184952231746642,10.426096039432725,0.0,11.7244005703974,0.0,19.581965413045385,0.0,10.647617260666461,0.0,5.842670270266239,23.098670827325854,4.39041504767482,16.826464095895147,1.0,411.3780000000002,9.0,11.336785877934737,0.0,19.312671839952426,1.0,0.0,16.59633772999248,4.794537184071822,5.907179729351506,14.079718698118983,3.0,4.240010384750104,1.0,0.0,172.71834954028802,0.0,14.96334456813703,1.0,426.49800000000016,5.156436481820707,1.0,0.0,426.06204594,1.0,1.0,0.0,0.0,146.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052007,20.38010440969447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,29.0,1.0,2.0,27.030909892162914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.32
16.468556983619504,1.9509346664049434,7.99367808855387,34.102986731110924,0.0,4.865659577320556,17.325336441088112,10.94351426216291,27.216970233749826,3.5190533102610972,35.89528683400505,6.328345451230963,13.176164609739143,-0.48751294879496476,-3.209999999999999,8.2330878025556,35.071322441422744,4.9839785209472085,5.817220841045895,1.0,29.960986154775945,28.32090904611439,1.0,63.86197298405132,1.0,0.0,21.56459151622868,15.217063838888267,13.92181518554669,10.94915207765148,0.0,11.7244005703974,4.736862953800049,19.58196541304538,0.0,16.397129093950365,0.0,10.579533224066289,23.098670827325854,4.39041504767482,23.93626163717268,1.0,439.3880000000002,10.0,11.336785877934737,0.0,21.038491467674714,1.0,0.0,17.92723575126672,4.794537184071822,5.907179729351506,15.01157035069712,3.0,4.517534003659213,1.0,0.0,184.19683688419147,0.0,16.294242589411265,1.0,456.5240000000001,5.156436481820707,1.0,0.0,456.07261062400005,1.0,1.0,0.0,0.0,158.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052008,21.957454678884098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,31.0,1.0,2.0,27.030909892162917,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.749511833283905,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.21
17.2193002311503,1.9597710480994828,7.993678863176317,15.903885525726093,0.0,4.847034310284336,22.888787932785107,15.966147575904237,26.083076704330956,4.225610307235014,23.762552697081826,6.267493452020518,24.26546827384644,-0.36282946074732947,-2.649999999999999,8.303593122895819,35.711898112773966,10.409769918057593,0.0,1.0,59.76102725039329,21.211111504836857,1.0,69.92834005251294,1.0,0.0,16.827728562428632,10.826648791213447,4.794537184071822,10.804060512441952,0.0,0.0,0.0,19.581965413045385,0.0,4.830396419620566,0.0,17.443610160498753,34.69961071755837,0.0,16.826464095895147,1.0,427.83300000000025,9.0,11.336785877934737,0.0,19.65714022445432,1.0,0.0,17.352266676010938,4.794537184071822,5.907179729351506,14.079718698118983,3.0,4.221584901661028,1.0,0.0,178.85608036424347,1.0,14.96334456813703,1.0,442.9530000000002,5.156436481820707,1.0,0.0,442.0324954,1.0,1.0,0.0,0.0,146.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.559266895052007,20.38010440969447,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,29.0,1.0,2.0,27.030909892162914,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.022633313741326,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5
